sample_id	y_true	target	modality	rank	feature	attribution	input_value	target_score
TCGA-E2-A109-01	1	final_logit	rna	1	TUBB2B	-0.14892151951789856	1.5791667699813843	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	2	MSMB	0.147248312830925	2.9864728450775146	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	3	EGR3	0.13032616674900055	-2.0081024169921875	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	4	FOS	0.1024118959903717	-1.564383864402771	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	5	WFDC2	0.09901601076126099	-2.3959388732910156	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	6	FHL2	0.09699127823114395	-1.3524953126907349	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	7	KRT15	0.09492956101894379	-1.1100919246673584	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	8	CD44	0.08959432691335678	-2.042185068130493	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	9	SLC26A2	0.08526798337697983	-1.8350074291229248	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	rna	10	FOXC1	0.08359727263450623	-0.9764167070388794	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	1	cg10566121	0.06644562631845474	2.8971211910247803	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	2	cg03345116	0.04849729686975479	-1.364269733428955	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	3	cg00651400	-0.041730646044015884	1.8874038457870483	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	4	cg00517532	0.041005637496709824	2.310924530029297	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	5	cg06197966	0.0383705198764801	2.2517411708831787	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	6	cg10805850	-0.033342842012643814	1.786895513534546	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	7	cg25744613	0.0325029157102108	1.2889957427978516	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	8	cg26089753	0.029451584443449974	-0.8991363048553467	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	9	cg15543523	0.02891748957335949	-1.3008352518081665	1.6260703802108765
TCGA-E2-A109-01	1	final_logit	meth	10	cg26459372	0.027207935228943825	2.383540630340576	1.6260703802108765
TCGA-E2-A1B6-01	0	final_logit	rna	1	FOXC1	-2.297602891921997	4.785060405731201	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	2	RAB17	1.4784281253814697	-3.6029787063598633	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	3	AHNAK	1.087307333946228	-3.392421007156372	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	4	KCNK5	-0.8241643309593201	3.4785385131835938	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	5	ESR1	-0.8227293491363525	-5.3198065757751465	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	6	TPBG	-0.7372128963470459	-3.2151031494140625	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	7	KCNK15	0.6718308329582214	-3.1023409366607666	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	8	SLC1A4	-0.640991747379303	-2.2962749004364014	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	9	THSD4	0.5806928873062134	-4.336372375488281	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	rna	10	RAB31	-0.5692328810691833	-2.236354351043701	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	1	cg10342963	0.3676644563674927	1.3205924034118652	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	2	cg25744613	-0.35345521569252014	-1.219143033027649	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	3	cg24676071	0.3279059827327728	-1.3704814910888672	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	4	cg01738022	0.3036901652812958	-1.801116943359375	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	5	cg15543523	-0.3029489815235138	1.6330980062484741	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	6	cg17538572	-0.2786319851875305	-1.7153996229171753	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	7	cg10805850	0.273652046918869	-1.1451351642608643	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	8	cg15012484	-0.2612050771713257	-1.0958399772644043	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	9	cg14042099	0.23669591546058655	1.0036548376083374	1.3664586544036865
TCGA-E2-A1B6-01	0	final_logit	meth	10	cg20087413	-0.21624654531478882	1.6054733991622925	1.3664586544036865
TCGA-E2-A1BC-01	0	final_logit	rna	1	CYP1A1	0.007801121566444635	2.59348464012146	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	2	ELF1	0.005416742525994778	1.2274914979934692	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	3	FKBP4	-0.004951755981892347	-2.1235876083374023	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	4	CDC14B	-0.004281868226826191	1.220476508140564	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	5	BATF	-0.003995133563876152	-1.9389513731002808	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	6	MYBBP1A	-0.003836709540337324	-2.112985610961914	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	7	CLIC3	-0.0034790942445397377	-1.1853845119476318	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	8	EZR	0.0034390597138553858	-2.0213005542755127	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	9	TFF1	0.0032578101381659508	-2.0593421459198	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	rna	10	AFF1	-0.0030738513451069593	1.1515462398529053	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	1	cg18456459	0.006832869723439217	-0.9768109321594238	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	2	cg23279522	-0.006625624839216471	-1.8449244499206543	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	3	cg27408285	-0.0065101925283670425	1.0615921020507812	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	4	cg13948082	-0.005866100545972586	-1.2203097343444824	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	5	cg00803088	0.005858605727553368	1.2351516485214233	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	6	cg10342963	-0.005842392332851887	1.2509500980377197	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	7	cg20393620	0.005173513200134039	-1.3739519119262695	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	8	cg14042099	0.004784117918461561	-1.3307548761367798	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	9	cg22730327	0.004772628657519817	-1.2491891384124756	-2.045675039291382
TCGA-E2-A1BC-01	0	final_logit	meth	10	cg03672342	0.004360377788543701	-0.9866442084312439	-2.045675039291382
TCGA-E2-A1BD-01	0	final_logit	rna	1	GLA	-0.007770236115902662	3.509080171585083	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	2	NCBP1	-0.004715024959295988	-2.4346210956573486	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	3	AHNAK	0.004660922568291426	-1.4573378562927246	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	4	SUV39H1	0.004348742309957743	2.222224235534668	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	5	WFDC2	0.00424387538805604	1.0885703563690186	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	6	STAG1	0.004174268804490566	-1.8118984699249268	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	7	UGCG	-0.0041378820315003395	-0.9729810357093811	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	8	NUP153	0.004067147616297007	-1.6485110521316528	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	9	ODC1	-0.003915942739695311	-2.322720766067505	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	rna	10	DCXR	-0.003903061617165804	1.1436213254928589	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	1	cg08169949	0.01698371395468712	2.0601272583007812	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	2	cg00773370	-0.010856831446290016	-1.272411823272705	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	3	cg16927242	-0.009886618703603745	1.3399128913879395	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	4	cg12961607	0.00972118228673935	1.249393105506897	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	5	cg03672342	-0.00962885096669197	1.5281176567077637	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	6	cg03287339	0.00867590680718422	1.86861252784729	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	7	cg10990993	-0.008099261671304703	1.3953046798706055	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	8	cg17642369	-0.007978914305567741	1.0509735345840454	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	9	cg00651400	-0.007939438335597515	1.6943976879119873	-2.039066791534424
TCGA-E2-A1BD-01	0	final_logit	meth	10	cg01738022	-0.007673063315451145	1.399985671043396	-2.039066791534424
TCGA-E2-A1IE-01	0	final_logit	rna	1	ZW10	-0.25914129614830017	-1.6818698644638062	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	2	EFNA5	0.2370457500219345	-1.3874350786209106	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	3	SYNCRIP	-0.21604688465595245	-2.2373807430267334	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	4	PDLIM3	0.20092429220676422	-1.5952157974243164	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	5	BCL2	-0.18609794974327087	1.3619555234909058	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	6	ALDH3A2	-0.17998945713043213	-2.285644054412842	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	7	EIF2S1	-0.17751088738441467	-2.0440566539764404	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	8	SAP30	-0.17199884355068207	-2.983682155609131	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	9	RAB17	-0.16506129503250122	1.159476637840271	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	rna	10	PSMA1	-0.16347645223140717	2.61173677444458	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	1	cg14660676	0.23956717550754547	-1.587768316268921	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	2	cg06197966	0.22458498179912567	1.8911769390106201	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	3	cg03048314	0.20239679515361786	2.167616844177246	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	4	cg10342963	-0.1573811024427414	-1.178244709968567	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	5	cg25744613	0.15339286625385284	1.1233561038970947	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	6	cg03345116	-0.14326515793800354	1.0363976955413818	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	7	cg05617413	0.13988640904426575	1.3317276239395142	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	8	cg14982203	0.11847081780433655	1.283954381942749	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	9	cg06875707	-0.114788718521595	-1.1786494255065918	-0.5447399020195007
TCGA-E2-A1IE-01	0	final_logit	meth	10	cg25288140	-0.10986289381980896	-1.3503003120422363	-0.5447399020195007
TCGA-E2-A1IH-01	0	final_logit	rna	1	TRA2B	0.04018538072705269	1.6425169706344604	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	2	ZW10	-0.03390778601169586	-1.2565885782241821	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	3	BCL3	-0.03155897185206413	1.5428214073181152	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	4	CHAF1A	-0.028359347954392433	-2.4967048168182373	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	5	CDKN3	0.025658776983618736	1.0723865032196045	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	6	RPL6	-0.025044165551662445	1.3761985301971436	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	7	HSPD1	-0.024478787556290627	-1.5013960599899292	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	8	CCNF	-0.022519642487168312	-2.155815839767456	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	9	FOS	0.02250455506145954	1.8080573081970215	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	rna	10	RPS10	-0.022069940343499184	0.784558117389679	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	1	cg25134328	0.0265088751912117	-1.2198166847229004	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	2	cg17642369	0.02565952017903328	-1.7220758199691772	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	3	cg14660676	-0.025281758978962898	1.1255789995193481	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	4	cg06539449	0.021322423592209816	-1.0403858423233032	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	5	cg04726821	0.018844716250896454	1.5281002521514893	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	6	cg08907436	-0.017936276271939278	-1.0744458436965942	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	7	cg00031973	0.017504295334219933	-1.2586708068847656	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	8	cg02103401	-0.01698741875588894	1.1730462312698364	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	9	cg15902390	-0.0169084295630455	0.5745603442192078	-1.984527587890625
TCGA-E2-A1IH-01	0	final_logit	meth	10	cg25288140	-0.015517113730311394	-0.8011791110038757	-1.984527587890625
TCGA-E2-A1IK-01	0	final_logit	rna	1	FOXC1	0.017978329211473465	2.9207839965820312	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	2	RBBP8	-0.00910142157226801	2.853607654571533	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	3	NBL1	0.008967496454715729	2.7425687313079834	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	4	DLC1	-0.008288109675049782	-1.3880244493484497	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	5	BATF	0.006843904964625835	1.8536829948425293	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	6	RAB31	0.006449561566114426	-2.2157745361328125	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	7	CD44	-0.005537401419132948	-1.6687296628952026	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	8	SLC7A5	-0.004963659215718508	-1.239003300666809	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	9	CYP26A1	-0.0048714810982346535	-1.5352140665054321	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	rna	10	ELF1	-0.0046822689473629	-1.2942599058151245	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	1	cg19516279	0.010514340363442898	-1.825340986251831	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	2	cg10716835	0.008818925358355045	-0.956774890422821	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	3	cg23057597	-0.008445450104773045	-0.8749560117721558	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	4	cg12044685	-0.007053521927446127	-1.1186175346374512	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	5	cg07809589	-0.0064728171564638615	-1.8027673959732056	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	6	cg08169949	-0.00605193292722106	-1.0859887599945068	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	7	cg10304922	-0.005255669355392456	-1.2572697401046753	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	8	cg06741896	0.00520341657102108	-0.6666507720947266	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	9	cg17538572	0.004854052327573299	-1.660746693611145	-2.0346899032592773
TCGA-E2-A1IK-01	0	final_logit	meth	10	cg10342963	0.0046271635219454765	-0.5551460385322571	-2.0346899032592773
TCGA-E2-A1L7-01	1	final_logit	rna	1	TUBB2B	-0.8426852822303772	1.343178153038025	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	2	AHNAK	0.8339012861251831	-2.1429827213287354	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	3	KRT15	0.6969714164733887	-1.3610304594039917	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	4	FOXC1	0.6901203989982605	-1.0188590288162231	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	5	STC2	0.6601605415344238	-2.142754554748535	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	6	NRIP1	-0.6125407218933105	2.4122297763824463	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	7	EGR3	-0.5874877572059631	1.426624059677124	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	8	TSPAN1	0.552997350692749	-1.5969892740249634	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	9	FARP1	-0.49937665462493896	2.227278232574463	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	rna	10	ABAT	0.4848349988460541	-2.701274871826172	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	1	cg03345116	0.49245941638946533	-1.4138598442077637	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	2	cg24676071	0.35227054357528687	-1.4418294429779053	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	3	cg25744613	-0.34378671646118164	-1.613062858581543	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	4	cg14058239	-0.3430368900299072	-1.6110762357711792	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	5	cg20087413	-0.28322914242744446	1.4621020555496216	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	6	cg10342963	0.27272194623947144	1.0414098501205444	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	7	cg15732851	0.26579350233078003	-0.8246662616729736	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	8	cg17538572	-0.2137932926416397	-1.5167406797409058	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	9	cg25339073	0.21049751341342926	1.3691399097442627	1.4260634183883667
TCGA-E2-A1L7-01	1	final_logit	meth	10	cg00799539	-0.2103886604309082	1.1397697925567627	1.4260634183883667
TCGA-E2-A1L8-01	0	final_logit	rna	1	PDZK1	0.02353975735604763	-1.462415099143982	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	2	SLC7A5	-0.01992308907210827	-1.5162924528121948	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	3	AHNAK	0.015606294386088848	-2.0229849815368652	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	4	BCL2	-0.013476753607392311	1.3002874851226807	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	5	PSAT1	0.011198918335139751	2.1908345222473145	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	6	MYBBP1A	-0.010682931169867516	-2.104649543762207	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	7	AHCY	0.010527204722166061	-1.469429612159729	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	8	CISH	-0.009940923191606998	1.6255282163619995	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	9	RAB31	0.009088418446481228	1.533831238746643	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	rna	10	TPD52L1	0.008658744394779205	-1.2426838874816895	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	1	cg01984743	-0.017231229692697525	-1.1391457319259644	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	2	cg13224075	-0.015884315595030785	1.3642902374267578	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	3	cg08169949	-0.01329481415450573	-1.2056405544281006	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	4	cg14042099	-0.011901377700269222	-0.6597686409950256	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	5	cg20402783	-0.011858517304062843	1.000607967376709	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	6	cg13181164	0.011334672570228577	1.3744677305221558	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	7	cg10566121	0.011308275163173676	1.2467010021209717	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	8	cg00517532	-0.010952072218060493	-0.8756756782531738	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	9	cg25134328	0.010654636658728123	1.2120168209075928	-2.0933001041412354
TCGA-E2-A1L8-01	0	final_logit	meth	10	cg22932313	-0.01031083706766367	1.064646601676941	-2.0933001041412354
TCGA-E2-A1L9-01	0	final_logit	rna	1	AHNAK	0.029244614765048027	-1.4168959856033325	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	2	TPD52L1	0.025711894035339355	-2.777315378189087	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	3	AKAP1	-0.023336032405495644	-1.967703938484192	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	4	SLC1A1	-0.018677327781915665	1.8441805839538574	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	5	FHL2	-0.016351787373423576	1.3527945280075073	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	6	ATP2B4	-0.015605410560965538	1.4369425773620605	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	7	ASB13	0.013951767235994339	-1.657740592956543	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	8	ZBTB16	0.013847069814801216	-1.1900348663330078	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	9	TUBB2B	0.013755017891526222	-0.7832467555999756	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	rna	10	JAK2	0.013349159620702267	1.1434319019317627	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	1	cg22120095	-0.020496239885687828	1.359141230583191	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	2	cg08169949	-0.02028317004442215	-1.1328792572021484	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	3	cg25288140	0.020166058093309402	-1.7868242263793945	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	4	cg08810842	-0.016111081466078758	-0.9913275837898254	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	5	cg10805850	0.015299010090529919	-1.3096684217453003	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	6	cg01984743	0.015182352624833584	0.8495211601257324	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	7	cg09840968	-0.012783844955265522	0.9733358025550842	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	8	cg15732851	0.012091094627976418	-0.8262871503829956	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	9	cg15318546	-0.011572492308914661	-0.7994830012321472	-2.0310111045837402
TCGA-E2-A1L9-01	0	final_logit	meth	10	cg06719445	-0.011377284303307533	-1.576582431793213	-2.0310111045837402
TCGA-E9-A1NF-01	1	final_logit	rna	1	RAB17	1.2247583866119385	-1.7028672695159912	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	2	IGF1R	-1.091281533241272	3.7052571773529053	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	3	BCL2	0.8540981411933899	-1.7082219123840332	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	4	PDLIM3	-0.8220102787017822	1.631753921508789	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	5	MLPH	0.8127118945121765	-2.96380352973938	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	6	ZNF185	-0.6232559084892273	2.451201915740967	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	7	DLC1	-0.5928486585617065	1.348254919052124	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	8	CACNA2D2	0.5716404914855957	-2.2524428367614746	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	9	RBBP8	-0.5143277049064636	-1.5196831226348877	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	rna	10	ABHD2	-0.5054094791412354	3.5385403633117676	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	1	cg14042099	-0.5391578674316406	-1.1419453620910645	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	2	cg24676071	0.4167824983596802	-1.8093100786209106	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	3	cg25744613	-0.3858451545238495	-1.3868848085403442	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	4	cg18456459	-0.38178330659866333	-2.3932268619537354	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	5	cg06780216	-0.3031766414642334	-1.5427664518356323	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	6	cg07189962	-0.29213589429855347	-1.6333175897598267	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	7	cg26089753	0.28480786085128784	-1.2201024293899536	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	8	cg17538572	0.22964124381542206	0.6554921269416809	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	9	cg15732851	0.22678041458129883	-0.7912756204605103	-0.4721406102180481
TCGA-E9-A1NF-01	1	final_logit	meth	10	cg00517532	-0.2183879315853119	-0.9055851101875305	-0.4721406102180481
TCGA-E9-A1NF-11	0	final_logit	rna	1	RAB17	-0.03846260532736778	-6.635519027709961	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	2	ELF3	-0.020160000771284103	-6.636720657348633	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	3	ZBTB16	0.01796753890812397	2.9975433349609375	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	4	AHNAK	0.017643025144934654	3.4408318996429443	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	5	KRT15	-0.01754286140203476	-2.9551069736480713	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	6	FOXA1	-0.01727258786559105	-9.774663925170898	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	7	TMPRSS3	-0.015420583076775074	-2.901693105697632	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	8	CLDN7	0.014871765859425068	-5.988139629364014	-2.0553090572357178
TCGA-E9-A1NF-11	0	final_logit	rna	9	DLC1	0.014513751491904259	2.9857594966888428	-2.0553090572357178
